name	multiverseId
Demonic Taskmaster	271092
Demonlord of Ashmouth	240166
Descent into Madness	240119
Dread Slaver	240007
Driver of the Dead	239963
Essence Harvest	271114
Evernight Shade	240125
Exquisite Blood	240134
Ghoulflesh	239970
Gloom Surgeon	240165
Grave Exchange	279611
Griselbrand	239995
Harvester of Souls	240199
Homicidal Seclusion	240039
Human Frailty	279609
Hunted Ghoul	240057
Killing Wave	240180
Maalfeld Twins	240012
Marrow Bats	240163
Mental Agony	239966
Necrobite	240187
Polluted Dead	276197
Predator's Gambit	271122
Renegade Demon	239960
Searchlight Geist	240020
Soulcage Fiend	240150
Treacherous Pit-Dweller	271113
Triumph of Cruelty	276502
Undead Executioner	240171
Unhallowed Pact	239974
Aggravate	275707
Archwing Dragon	278063
Banners Raised	240014
Battle Hymn	270996
Bonfire of the Damned	271095
Burn at the Stake	271120
Dangerous Wager	240202
Dual Casting	240138
Falkenrath Exterminator	276499
Fervent Cathar	240122
Gang of Devils	240167
Guise of Fire	240002
Hanweir Lancer	240073
Havengul Vampire	240152
Heirs of Stromkirk	240201
Hound of Griselbrand	240146
Kessig Malcontents	240114
Kruin Striker	240093
Lightning Mauler	271119
Lightning Prowess	240086
Mad Prophet	240107
Malicious Intent	279615
Malignus	240062
Pillar of Flame	240013
Raging Poltergeist	240188
Reforge the Soul	278256
Riot Ringleader	239987
Rite of Ruin	240126
Rush of Blood	240183
Scalding Devil	239984
Somberwald Vigilante	240028
Stonewright	239975
Thatcher Revolt	239959
Thunderous Wrath	239985
Tibalt, the Fiend-Blooded	276497
Tyrant of Discord	276194
Uncanny Speed	240097
Vexing Devil	278257
Vigilante Justice	240032
Zealous Conscripts	240082
Abundant Growth	240017
Blessings of Nature	240040
Bower Passage	278255
Champion of Lambholt	279608
Craterhoof Behemoth	240027
Descendants' Path	276498
Diregraf Escort	240137
Druid's Familiar	240088
Druids' Repository	240135
Eaten by Spiders	270987
Flowering Lumberknot	240209
Geist Trappers	240024
Grounded	240009
Howlgeist	240102
Joint Assault	240049
Lair Delve	271093
Natural End	240076
Nettle Swine	239978
Nightshade Peddler	240045
Pathbreaker Wurm	240103
Primal Surge	240158
Rain of Thorns	240169
Revenge of the Hunted	275712
Sheltering Word	240004
Snare the Skies	271090
Somberwald Sage	275711
Soul of the Harvest	240179
Terrifying Presence	240066
Timberland Guide	240048
Triumph of Ferocity	239962
Trusted Forcemage	240064
Ulvenwald Tracker	240154
Vorstclaw	240204
Wandering Wolf	240051
Wild Defiance	276199
Wildwood Geist	240098
Wolfir Avenger	276501
Wolfir Silverheart	240090
Yew Spirit	240157
Bruna, Light of Alabaster	240208
Gisela, Blade of Goldnight	240034
Sigarda, Host of Herons	240033
Angel's Tomb	240059
Angelic Armaments	240074
Bladed Bracers	239965
Conjurer's Closet	240030
Gallows at Willow Hill	262674
Haunted Guardian	279613
Moonsilver Spear	240065
Narstad Scrapper	279607
Otherworld Atlas	240052
Scroll of Avacyn	240105
Scroll of Griselbrand	240177
Tormentor's Trident	239989
Vanguard's Shield	240198
Vessel of Endless Rest	240149
Alchemist's Refuge	240194
Cavern of Souls	278058
Desolate Lighthouse	240147
Seraph Sanctuary	240175
Slayers' Stronghold	240170
Bane of Bala Ged	401814
Blight Herder	401819
Breaker of Armies	401829
Conduit of Ruin	401847
Deathless Behemoth	401854
Desolation Twin	401857
Eldrazi Devastator	401867
Endless One	401871
Kozilek's Channeler	401936
Oblivion Sower	401972
Ruin Processor	402017
Scour from Existence	402025
Titan's Presence	402073
Ulamog, the Ceaseless Hunger	402079
Ulamog's Despoiler	402080
Void Winnower	402093
Angel of Renewal	401810
Angelic Gift	401812
Cliffside Lookout	401842
Courier Griffin	401849
Emeria Shepherd	401869
Encircling Fissure	401870
Expedition Envoy	401874
Felidar Cub	401877
Fortified Rampart	401892
Ghostly Sentinel	401895
Hero of Goma Fada	401913
Kitesail Scout	401932
Kor Bladewhirl	401933
Kor Entanglers	401935
Lantern Scout	401938
Lithomancer's Focus	401941
Makindi Patrol	401944
Ondu Greathorn	401975
Ondu Rising	401976
Adverse Conditions	401803
Benthic Infiltrator	401818
Cryptic Cruiser	401851
Drowner of Hope	401863
Eldrazi Skyspawner	401868
Horribly Awry	401914
Incubator Drone	401915
Mist Intruder	401950
Oracle of Dust	401977
Brilliant Spectrum	401830
Cloud Manta	401843
Clutch of Currents	401844
Coastal Discovery	401845
Coralhelm Guide	401848
Dampening Pulse	401853
Exert Influence	401873
Part the Waterveil	401982
Complete Disregard	401846
Culling Drone	401852
Dominator Drone	401859
Mind Raker	401948
Bloodbond Vampire	401826
Carrier Thrall	401838
Defiant Bloodlord	401855
Demon's Grasp	401856
Drana, Liberator of Malakir	401861
Geyserfield Stalker	401894
Guul Draz Overseer	401907
Hagra Sharpshooter	401908
Kalastria Healer	401929
Kalastria Nightwatch	401930
Malakir Familiar	401946
Mire's Malice	401949
Nirkana Assassin	401968
Ob Nixilis Reignited	401971
Painful Truths	401981
Barrage Tyrant	401815
Crumble to Dust	401850
Kozilek's Sentinel	401937
Molten Nursery	401951
Nettle Drone	401967
Akoum Firebird	401804
Akoum Hellkite	401805
Akoum Stonewaker	401806
Belligerent Whiptail	401817
Boiling Earth	401827
Chasm Guide	401840
Firemantle Mage	401880
Lavastep Raider	401939
Makindi Sliderunner	401945
Ondu Champion	401974
Outnumber	401980
Blisterpod	401825
Brood Monitor	401833
Call the Scions	401836
Eyeless Watcher	401875
From Beyond	401893
Beastcaller Savant	401816
Broodhunter Wurm	401834
Earthen Arms	401866
Greenwarden of Murasa	401901
Infuse with the Elements	401916
Jaddi Offshoot	401928
Lifespring Druid	401940
Murasa Ranger	401964
Natural Connection	401966
Nissa's Renewal	401969
Oran-Rief Hydra	401978
Oran-Rief Invoker	401979
Brood Butcher	401832
Brutal Expulsion	401835
Catacomb Sifter	401839
Dust Stalker	401864
Fathom Feeder	401876
Forerunner of Slaughter	401881
Herald of Kozilek	401912
Angelic Captain	401811
Bring to Light	401831
Drana's Emissary	401862
Grove Rumbler	401903
Grovetender Druids	401904
Kiora, Master of the Depths	401931
Munda, Ambush Leader	401963
Noyan Dar, Roil Shaper	401970
Omnath, Locus of Rage	401973
Aligned Hedron Network	401807
Hedron Archive	401910
Hedron Blade	401911
Pathway Arrows	401983
Ally Encampment	401808
Blighted Cataract	401820
Blighted Fen	401821
Blighted Gorge	401822
Blighted Steppe	401823
Blighted Woodland	401824
Canopy Vista	401837
Cinder Glade	401841
Fertile Thicket	401879
Looming Spires	401942
Lumbering Falls	401943
Mortuary Mire	401952
Kor Castigator	401934
March from the Tomb	401947
Gruesome Slaughter	401905
Gideon's Reproach	401898
Guardian of Tazeem	401906
Halimar Tidecaller	401909
Grave Birthing	401900
Gideon, Ally of Zendikar	401897
Planar Outburst	401995
Quarantine Field	402001
Retreat to Emeria	402007
Roil's Retribution	402013
Serene Steward	402028
Shadow Glider	402030
Sheer Drop	402033
Stasis Snare	402048
Stone Haven Medic	402049
Tandem Tactics	402069
Unified Front	402084
Ruination Guide	402018
Salvage Drone	402021
Spell Shrivel	402047
Tide Drifter	402071
Ulamog's Reclaimer	402082
Prism Array	401999
Retreat to Coralhelm	402006
Roilmage's Trick	402014
Rush of Ice	402020
Scatter to the Winds	402024
Tightening Coils	402072
Ugin's Insight	402078
Wave-Wing Elemental	402097
Windrider Patrol	402098
Grip of Desolation	401902
Silent Skimmer	402035
Skitterskin	402037
Sludge Crawler	402041
Smothering Abomination	402044
Swarm Surge	402063
Transgress the Mind	402075
Wasteland Strangler	402096
Retreat to Hagra	402008
Rising Miasma	402011
Ruinous Path	402019
Vampiric Rites	402088
Voracious Null	402095
Zulaport Cutthroat	402101
Processor Assault	402000
Serpentine Spike	402029
Touch of the Void	402074
Turn Against	402077
Vestige of Emrakul	402089
Vile Aggregate	402091
Radiant Flames	402002
Reckless Cohort	402003
Retreat to Valakut	402010
Shatterskull Recruit	402032
Stonefury	402050
Sure Strike	402052
Tunneling Geopede	402076
Valakut Invoker	402086
Valakut Predator	402087
Volcanic Upheaval	402094
Zada, Hedron Grinder	402100
Unnatural Aggression	402085
Void Attendant	402092
Plated Crusher	401996
Reclaiming Vines	402004
Retreat to Kazandu	402009
Rot Shambler	402016
Scythe Leopard	402026
Seek the Wilds	402027
Snapping Gnarlid	402045
Swell of Growth	402064
Tajuru Beastmaster	402066
Tajuru Stalwart	402067
Tajuru Warcaller	402068
Undergrowth Champion	402083
Woodland Wanderer	402099
Sire of Stagnation	402036
Ulamog's Nullifier	402081
Resolute Blademaster	402005
Roil Spout	402012
Skyrider Elf	402039
Veteran Warleader	402090
Slab Hammer	402040
Prairie Stream	401998
Sanctum of Ugin	402022
Sandstone Bridge	402023
Shambling Vent	402031
Shrine of the Forsaken Gods	402034
Skyline Cascade	402038
Smoldering Marsh	402043
Spawning Bed	402046
Sunken Hollow	402051
Murk Strider	401965
Acolyte's Reward	378373
Akroan Phalanx	378374
Akroan Skyguard	378375
Archetype of Courage	378376
Brimaz, King of Oreskos	378377
Dawn to Dusk	378378
Eidolon of Countless Battles	378379
Elite Skirmisher	378380
Ephara's Radiance	378381
Excoriate	378382
Fated Retribution	378383
Ghostblade Eidolon	378384
Glimpse the Sun God	378385
God-Favored General	378386
Great Hart	378387
Griffin Dreamfinder	378388
Hero of Iroas	378389
Hold at Bay	378390
Loyal Pegasus	378391
Mortal's Ardor	378392
Nyxborn Shieldmate	378393
Oreskos Sun Guide	378394
Ornitharch	378395
Plea for Guidance	378396
Silent Sentinel	378398
Spirit of the Labyrinth	378399
Sunbond	378400
Vanguard of Brimaz	378401
Aerie Worshippers	378402
Arbiter of the Ideal	378403
Archetype of Imagination	378404
Chorus of the Tides	378405
Crypsis	378406
Deepwater Hypnotist	378407
Evanescent Intellect	378410
Fated Infatuation	378411
Flitterstep Eidolon	378412
Floodtide Serpent	378413
Kraken of the Straits	378414
Meletis Astronomer	378415
Mindreaver	378416
Nullify	378417
Nyxborn Triton	378418
Oracle's Insight	378419
Perplexing Chimera	378420
Retraction Helix	378421
Siren of the Fanged Coast	378422
Sphinx's Disciple	378423
Stratus Walk	378424
Sudden Storm	378425
Thassa's Rebuff	378426
Tromokratis	378427
Vortex Elemental	378428
Whelming Wave	378429
Archetype of Finality	378430
Ashiok's Adept	378431
Asphyxiate	378432
Bile Blight	378433
Black Oak of Odunos	378434
Champion of Stray Souls	378435
Claim of Erebos	378436
Drown in Sorrow	378437
Eater of Hope	378438
Eye Gouge	378439
Fate Unraveler	378440
Fated Return	378441
Felhide Brawler	378442
Forlorn Pseudamma	378443
Forsaken Drifters	378444
Gild	378445
Grisly Transformation	378446
Herald of Torment	378447
Marshmist Titan	378448
Nyxborn Eidolon	378450
Odunos River Trawler	378451
Pain Seer	378452
Sanguimancy	378453
Servant of Tymaret	378454
Shrike Harpy	378455
Spiteful Returned	378456
Warchanter of Mogis	378457
Weight of the Underworld	378458
Akroan Conscriptor	378459
Archetype of Aggression	378460
Bolt of Keranos	378461
Cyclops of One-Eyed Pass	378462
Epiphany Storm	378463
Everflame Eidolon	378464
Fall of the Hammer	378465
Fated Conflagration	378466
Fearsome Temper	378467
Felhide Spiritbinder	378468
Flame-Wreathed Phoenix	378469
Forgestoker Dragon	378470
Impetuous Sunchaser	378471
Kragma Butcher	378472
Lightning Volley	378473
Nyxborn Rollicker	378474
Oracle of Bones	378475
Pharagax Giant	378476
Pinnacle of Rage	378477
Reckless Reveler	378478
Rise to the Challenge	378479
Satyr Firedancer	378480
Satyr Nyx-Smith	378481
Scouring Sands	378482
Searing Blood	378483
Stormcaller of Keranos	378484
Thunder Brute	378485
Thunderous Might	378486
Whims of the Fates	378487
Archetype of Endurance	378488
Aspect of Hydra	378489
Charging Badger	378490
Courser of Kruphix	378491
Culling Mark	378492
Fated Intervention	378493
Graverobber Spider	378494
Hero of Leina Tower	378495
Hunter's Prowess	378496
Karametra's Favor	378497
Mischief and Mayhem	378498
Mortal's Resolve	378499
Nessian Demolok	378500
Nessian Wilds Ravager	378501
Noble Quarry	378502
Nyxborn Wolf	378503
Peregrination	378504
Pheres-Band Raiders	378505
Pheres-Band Tromper	378506
Raised by Wolves	378507
Satyr Wayfinder	378508
Scourge of Skola Vale	378509
Setessan Oathsworn	378510
Setessan Starbreaker	378511
Skyreaping	378512
Snake of the Golden Grove	378513
Swordwise Centaur	378514
Unravel the Aether	378515
Chromanticore	378516
Ephara, God of the Polis	378517
Ephara's Enlightenment	378518
Fanatic of Xenagos	378519
Karametra, God of Harvests	378520
Kiora, the Crashing Wave	378521
Kiora's Follower	378522
Mogis, God of Slaughter	378523
Phenax, God of Deception	378524
Ragemonger	378525
Reap What Is Sown	378526
Siren of the Silent Song	378527
Xenagos, God of Revels	378528
Astral Cornucopia	378529
Gorgon's Head	378530
Heroes' Podium	378531
Pillar of War	378532
Siren Song Lyre	378533
Temple of Enlightenment	378535
Temple of Malice	378536
Temple of Plenty	378537
Day of Destiny	74517
Empty-Shrine Kannushi	74513
Faithful Squire // Kaiso, Memory of Loyalty	74093
Faithful Squire // Kaiso, Memory of Loyalty	74093
Final Judgment	81991
Genju of the Fields	74087
Heart of Light	81982
Hokori, Dust Drinker	74647
Hundred-Talon Strike	74581
Indebted Samurai	74091
Kami of False Hope	74097
Kami of Tattered Shoji	74460
Kami of the Honored Dead	81977
Kentaro, the Smiling Cat	81968
Kitsune Palliator	74603
Mending Hands	74538
Moonlit Strider	74028
Opal-Eye, Konda's Yojimbo	74655
Oyobi, Who Split the Heavens	74027
Patron of the Kitsune	74620
Shining Shoal	74519
Silverstorm Samurai	74545
Split-Tail Miko	74493
Takeno's Cavalry	74597
Tallowisp	74412
Terashi's Grasp	74585
Terashi's Verdict	74481
Ward of Piety	74610
Waxmane Baku	74518
Yomiji, Who Bars the Way	74526
Callow Jushi // Jaraku the Interloper	74489
Callow Jushi // Jaraku the Interloper	74489
Chisei, Heart of Oceans	74096
Disrupting Shoal	74128
Floodbringer	74637
Genju of the Falls	74582
Heed the Mists	74660
Higure, the Still Wind	74448
Jetting Glasskite	81976
Kaijin of the Vanishing Touch	74443
Kira, Great Glass-Spinner	74445
Minamo Sightbender	74600
Minamo's Meddling	74665
Mistblade Shinobi	74084
Ninja of the Deep Hours	74587
Patron of the Moon	74669
Quillmane Baku	74657
Reduce to Dreams	74110
Ribbons of the Reikai	74532
Shimmering Glasskite	81978
Soratami Mindsweeper	73995
Stream of Consciousness	73997
Sway of the Stars	74034
Teardrop Kami	74458
Threads of Disloyalty	74652
Toils of Night and Day	74113
Tomorrow, Azami's Familiar	74447
Veil of Secrecy	74515
Walker of Secret Ways	74033
Bile Urchin	74427
Blessing of Leeches	74417
Call for Blood	74616
Crawling Filth	74032
Genju of the Fens	74035
Goryo's Vengeance	74475
Hero's Demise	74465
Hired Muscle // Scarmaker	74476
Hired Muscle // Scarmaker	74476
Horobi's Whisper	74590
Ink-Eyes, Servant of Oni	74626
Kyoki, Sanity's Eclipse	74552
Mark of the Oni	74006
Nezumi Shadow-Watcher	74467
Ogre Marauder	74594
Okiba-Gang Shinobi	74576
Patron of the Nezumi	74646
Psychic Spear	74554
Pus Kami	74124
Scourge of Numai	74488
Shirei, Shizo's Caretaker	81987
Sickening Shoal	74127
Skullmane Baku	74577
Skullsnatcher	81983
Stir the Grave	74643
Takenuma Bleeder	74095
Three Tragedies	74117
Throat Slitter	74108
Toshiro Umezawa	74431
Yukora, the Prisoner	74510
Akki Blizzard-Herder	74428
Akki Raider	74596
Ashen Monstrosity	74469
Aura Barbs	74522
Blademane Baku	74535
Blazing Shoal	74441
Clash of Realities	74598
Crack the Earth	74480
Cunning Bandit // Azamuki, Treachery Incarnate	74671
Cunning Bandit // Azamuki, Treachery Incarnate	74671
First Volley	74451
Flames of the Blood Hand	74625
Frost Ogre	74589
Frostling	74621
Fumiko the Lowblood	74534
Genju of the Spires	74666
Goblin Cohort	74433
Heartless Hidetsugu	74572
In the Web of War	74041
Ire of Kaminari	74609
Ishi-Ishi, Akki Crackshot	74636
Kumano's Blessing	74573
Mannichi, the Fevered Dream	74490
Ogre Recluse	74645
Overblaze	81986
Patron of the Akki	74109
Ronin Cliffrider	74122
Shinka Gatekeeper	74099
Torrent of Stone	81990
Twist Allegiance	74023
Body of Jukai	74613
Budoka Pupil // Ichiga, Who Topples Oaks	74536
Budoka Pupil // Ichiga, Who Topples Oaks	74536
Child of Thorns	74461
Enshrined Memories	81998
Forked-Branch Garami	74410
Genju of the Cedars	74424
Gnarled Mass	74435
Harbinger of Spring	74580
Isao, Enlightened Bushi	74039
Iwamori of the Open Fist	74507
Kodama of the Center Tree	74086
Lifegift	74571
Lifespinner	74642
Loam Dweller	74584
Mark of Sakiko	74430
Matsu-Tribe Sniper	74619
Nourishing Shoal	74100
Patron of the Orochi	74542
Petalmane Baku	74455
Roar of Jukai	74629
Sakiko, Mother of Summer	74544
Sakura-Tribe Springcaller	74092
Scaled Hulk	74541
Shizuko, Caller of Autumn	74436
Sosuke's Summons	74090
Traproot Kami	74627
Unchecked Growth	74670
Uproot	74568
Vital Surge	74612
Genju of the Realm	75364
Baku Altar	74422
Blinding Powder	81989
Mirror Gallery	74555
Neko-Te	74578
Orb of Dreams	74607
Ornate Kanzashi	74512
Ronin Warclub	74473
Shuko	74415
Shuriken	81997
